FileName,VesselName,Builder,Designer,OwnerOperator,Country,DeliveryDate,Length(m),MaxSpeed(knots),ImoNumber,Gross,SisterShip,Displacement(kg),MainEngineDesigner,MainEngineModel
"SS 2014","Copiapo","Samsung Heavy Industries","Hanjin Heavy","Compania Sud","Korea","17 January 2014","299.9m","","9687526","93,300gt","1","","MAN B&W","S90ME-C9.2"
"SS 2014","Corcovado LNG","Daewoo Shipbuilding & Marine","MMG","Ocenanus LNG Alpha LLC/ TMS Cardiff Gas Ltd","Korea","26 November 2014","294.20m","","9636711","103,900gt","2","122,890tonnes","Wärtsilä","Wärtsilä 9L50DF"
"SS 2014","Costa Diadema","Fincantieri","Fincantieri","Costa Crociere","Italy","3 April 2014","305.50m","","9636888","133,000tonnes","3","65,626tonnes","",""
"SS 2014","Crystal Star","Sanoyas Shipbuilding Corporation","MMG","-","Panama","29 October 2014","229.00m","","9675262","43,432gt","nil","","MAN B&W",""
"SS 2014","CSCL Globe","Hyundai Heavy Industries","Hyundai Heavy Industries","China Shipping Container Line","Korea","","400.00m","","9695121","187,541gt","nil","","","Hyundai-MAN B&W 12S90ME-C9.2"
"SS 2014","Deepwater Asgard","Daewoo Shipbuilding & Marine","Hyundai","Transocean Cyprus Capital","Korea","20 November 2014","238.00m","","9620580","68,000gt","1","103,300tonnes","","14H32/40V"
"SS 2014","Emerald Sky","De Hoop Shipyard","Rolls-Royce","Scenic","The Netherlands","21 February 2014","135.00m","","","3,047gt","1","","Marine Diesel engine","C32"
"SS 2014","Excelerate Experience","Daewoo Shipbuilding & Marine","Veth Z-drive, VZ 900-CR","Excelerate Energy","Korea","March 2014","294.50m","","9638525","116,000gt","nil","132,900tonnes","","12V50DF & 6L50DF"
"SS 2014","F.A. Gauthier","Fincantieri","Samwoo","Société des traversiers du Québec","Canada","2 April 2014","133.20m","","9669861","16,200gt","nil","10,080tonnes","","Asynchronous 3,150V, 3 phase, 46.6Hz"
"SS 2014","Framura","SPP Shipbuilding","Navalimpianti","Premuda","Korea","31 December 2014","223.00m","","9691395","42,495gt","1","89,871tonnes","","5S60ME-C (MK8.2)"
"SS 2014","Gas Star","Hyundai Heavy Industries","SPP Shipbuilding/ Silla Metal","KSS Line","Korea","January 2014","225.16m","","9670004","47,454gt","1","","","Hyundai-MAN B&W 6S60MC-C8.2"
"SS 2014","Golar Eskimo","Samsung Heavy Industries","Hyundai","Golar LNG","Korea","6 January 2014","280.5m","","9624940","103,446gt","nil","","Wärtsilä","12V50DF, 6L50DF"
"SS 2014","Jolly Titanio","STX Offshore & Shipbuilding","Nakashima","Messina","Korea","17 December 2013","240.00m","","9547219","51,060gt","nil","","MAN Diesel & Turbo","7L70ME-C 8.2"
"SS 2014","KYO-EI","Japan Marine","Rolls-Royce","Kyoei Tanker Co., Ltd","Japan","13 November 2014","","","9663843","162,858gt","N/A","","MAN B&W","7G80ME-C"
"SS 2014","Lewek Constellation","Hyundai Heavy Industries","Japan Marine United/ Nakashima propeller Co/. Ltd","Oldendorff","Korea","2014","300m","","9691929","109,000gt","nil","68,890tonnes","Two stroke, crosshead, turbocharged marine diesel engine","Hyundai-MAN B&W 6G70ME-C9.2"
"SS 2014","Loch Seaforth","Flensburger","Hyundai","Caledonian Maritime Assets (CMAL/ Caledonian MacBrayne)","Germany","30 September 2014","117.90m","","9665437","8,680gt","Nil","","",""
"SS 2014","","","","","","","","","","","","","Wärtsilä","8L 32"
"SS 2014","Mein Schiff 3","STX Finland Oy","Man Alpha","TUI Cruises","Germany","September 2014","293.30m","","9641730","99,526gt","Nil","","Medium speed","12V46F, 8L46F"
"SS 2014","MOL Bravo","Jiangsu Yangzi","Rolls-Royce","Seaspan","China","22 May 2014","337m","","9685322","112,083gt","3","153,111.7tonnes","",""
"SS 2014","","","MAN B&W","","","","","","","","","","","10S90MEC9.2"
"SS 2014","Orange Phoenix","Imabari Shipbuilding","Nakashima","EL SOL Maritime S.A","Japan","13 July 2014","299.94m","","9700835","107,229gt","9","","",""
"SS 2014","","","2 stroke cycle, single acting, direct reversible, crosshead type diesel engine with turbocharger","","","","","","","","","","","6S70ME-C8.2"
"SS 2014","Pegasus Tera","Hyundai Mipo Dockyard","Mitsubishi Heavy","Dongyoung Shipping","Korea","23 October 2014","145.76m","","9685061","9,988gt","1","","Hyundai B&W","6S46ME-B8.2 (Tier II)"
"SS 2014","Pegasus Voyager","Samsung Heavy Industries","Hyundai","Chevron","Korea","4 March 2014","275.60m","","9665736","85,147gt","1","","MAN B&W","6G70ME-C9.2"
"SS 2014","Pierre de Fermat","Vard","Kawasaki","Orange Marine","Norway","5 August 2014","100.1m","","9694505","","nil","","CAT",""
"SS 2014","Pieter Schelte","Daewoo Shipbuilding & Marine Engineering","Allseas","Societe D’ Exploitation Du","Korea","Mid-2014","382.00m","","9593505","","nil","683,200tonnes (summer load 19.85m) 968,700tonnes (at scantling draught)","Four stroke diesel engines compliant with IMO Tier II",""
"SS 2014","Pirgos","Anrun Ship","Norden Ship Design House","Elefteros Shipping","Turkey","October 2014","136.57m","","","6,600gt","nil","12,360tonnes","","6UEC33LS"
"SS 2014","Q Anastasia","Sungdong Shipbuilding &","Norden Ship Design","Quintana Shipping","Korea","30 May 2014","292.00m","","9696046","","nil","","","MAN B&W 6G70ME-C9.2 Tier II"
"SS 2014","San Sha 1 Hao","Bohai Shipbuilding","Hyundai Heavy","Sansha local government","Denmark/China","5 November 2014","122.30m","","","12,580gt","nil","7,800tonnes","","MAN 9L32/40 IMO Tier II"
"SS 2014","Seishu Maru","Mitsubishi Heavy Industries","medium speed four-stroke, turbocharged, charge-air cooled","Trans Pacific Shipping 1","Japan","December 2014","","","9666558","136,740gt","nil","","MHI Marine Machinery & Engine","Frame A-49M"
"SS 2014","SITC Shandong","CSBC Corporation, Taiwan Keelung shipyard","MHI Marine machinery & Engine","SITC Shipping","Taiwan","30 September 2014","171.99m","","9691113","17,119gt","3","","MAN","6S60ME-C8.2"
"SS 2014","Tachibana-Maru","Mitsubishi Heavy Industries, Shimonoseki, Japan","CSBC/Silla Metal","Tokai Kisen","Japan","October 2014","118.00m","","","5,681gt","nil","","UE Engine","6UEC35LSE-Eco-B2"
"SS 2014","Thermopylae","Hyundai Samho Heavy Industries","Nakashima","Wilh. Wilhelmsen Lines","Korea","4 June 2014","199.79m","","9702443","74,500gt (preliminary)","nil","47,272mt","Hyundai-Man B&W","8S60ME-C8.2"
"SS 2014","Tokitae","Vigor Industrial","Rolls Royce A/B / HHI-EMD","Washington State Ferries","USA","13 November 2014","110.41m","","","","nil","4,363.77 LTSW","","12-710"
"SS 2014","UASC Tabuk","Hyundai Samho","Rolls-Royce","IME","Korea","5 June 2014","299.92m","","9695016","94,930gr","3","142,855tonnes","Wärtsilä","W9X82"
"SS 2014","Velikiy Novgorod","STX Offshore & Shipbuilding","HHI-EMD","SCF Sovcomflot/ Unicorn Management Services","Korea","3 June 2014","299.90m","","","113,876gt","nil","131,246tonnes","Diesel-electric propulsion system","2 x 11,700kW electric propulsion motors ABB"
"SS 2014","Waasmunster","Hyundai Mipo Dockyard","Silla Metal","Exmar Shipping","Korea","29 January 2014","174.06m","","9659103","25,143gt","3","","Hyundai-B&W","6S50ME-B9.2"
"SS 2014","Wedellsborg","Cantieri Navali Visentini","NAOS Ship & Boat Design","Nordana","Italy","1 April 2014","178.80m","","9687306","11,630gt","nil","","MAN Diesel & Turbo","9L32/44CR"
"SS 2014","","","NAOS/ MAN-Alpha","","","","","","","","","","Caterpillar 3516C",""
